Name,Link,College,Description,Considered on General Application?,Award,Deadline
Patrick and Julia Mulligan Endowed Scholarship in the Miramontes Arts and Sciences Program (MASP) ,https://colorado.academicworks.com/opportunities/24316 ,College of Arts & Sciences, The Patrick and Julia Mulligan Endowed Scholarship is awarded to students in the College of Arts and Sciences who meet the following criteria:  Must be actively enrolled in the Miramontes Arts and Sciences Program (MASP). Current undergraduate enrolled full-time with a declared major in the College of Arts & Sciences. Demonstrated academic merit and financial need as determined by the FASFA/CASFA. Demonstrated active participation in MASP through activities such as event participation use of MASP facilities or MASP leadership activities. Complete the CU Boulder General Scholarship Application. Complete this scholarship application by the deadline. The Patrick and Julia Mulligan Endowed Scholarship is awarded to students in the College of Arts and Sciences who meet the following criteria: Must be actively enrolled in the Miramontes Arts and Sciences Program (MASP). Current undergraduate enrolled full-time with a declared major in the College of Arts & Sciences. Demonstrated academic merit and financial need as determined by the FASFA/CASFA. Demonstrated active participation in MASP through activities such as event participation use of MASP facilities or MASP leadership activities. Complete the CU Boulder General Scholarship Application. Complete this scholarship application by the deadline.  ,False,$1000 ,03/15/2024
Patrick Vassar Real Estate Endowed Scholarship ,https://colorado.academicworks.com/opportunities/23409 ,Leeds School of Business, The Patrick Vassar Real Estate Endowed Scholarship is awarded to a current student of Leeds involved with the CU Real Estate Center.  Preference will be given to a student studying Real Estate as the area of emphasis.  This is a one-year award with the possibility of renewal for continuing students. In order to receive your scholarship funds you must remain a full-time student in good academic standing. All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-questionThe Patrick Vassar Real Estate Endowed Scholarship is awarded to a current student of Leeds involved with the CU Real Estate Center.  Preference will be given to a student studying Real Estate as the area of emphasis.  This is a one-year award with the possibility of renewal for continuing students. In order to receive your scholarship funds you must remain a full-time student in good academic standing.All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements.If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question ,True,$1000 ,03/15/2024
Patty and Rayno Seaser Family Endowed CMCI Scholarship ,https://colorado.academicworks.com/opportunities/22870 ,College of Media Communication and Information, The Patty and Rayno Seaser Family Endowed CMCI Scholarship Fund (the “CMCI Scholarship Fund”) will be established as an endowed fund. Distributions from the Fund will provide graduate and undergraduate scholarship awards for student in the College. Scholarship recipients will be selected in accordance with established procedures for awarding merit-based scholarships. Scholarships will be awarded for one academic year and are renewable based on criteria established by the University. With hospitality roots that were born in Vail nurtured in Arizona and matured in Northern Colorado Rayno and Patty (Tool) Seaser (C.U. ’71) founded the Egg & I restaurants in 1987 in Ft. Collins Colorado. Rayno a Michigan native followed his passion for skiing and moved to Vail shortly after graduating from Wayne State University (psychology ’70) in Detroit. Night-time restaurant work allowed for more time on the slopes and Rayno was not averse to washing dishes in one of Vail’s original restaurants to make it happen. From there he spun upwards to become founder owner and operator of The Egg & I restaurant chain over a 45- year career. Thank you letters should be addressed to Patty and Rayno Seaser.The Patty and Rayno Seaser Family Endowed CMCI Scholarship Fund (the “CMCI Scholarship Fund”) will be established as an endowed fund. Distributions from the Fund will provide graduate and undergraduate scholarship awards for student in the College. Scholarship recipients will be selected in accordance with established procedures for awarding merit-based scholarships. Scholarships will be awarded for one academic year and are renewable based on criteria established by the University.With hospitality roots that were born in Vail nurtured in Arizona and matured in Northern Colorado Rayno and Patty (Tool) Seaser (C.U. ’71) founded the Egg & I restaurants in 1987 in Ft. Collins Colorado. Rayno a Michigan native followed his passion for skiing and moved to Vail shortly after graduating from Wayne State University (psychology ’70) in Detroit. Night-time restaurant work allowed for more time on the slopes and Rayno was not averse to washing dishes in one of Vail’s original restaurants to make it happen. From there he spun upwards to become founder owner and operator of The Egg & I restaurant chain over a 45- year career. Thank you letters should be addressed to Patty and Rayno Seaser. ,True,$1000.00 ,03/15/2024
Patty Feist Scholarship ,https://colorado.academicworks.com/opportunities/22735 ,None, The Patty Feist Scholarship is a one-year award for the benefit of an undergraduate student who is a survivor of childhood adolescent or young adult cancer (cancer diagnosis up to age 21). Because childhood cancer can place heavy burdens on a family’s finances and on a survivor’s academic performance Patricia (Patty) Feist established this scholarship in 2010 to assist undergraduate cancer survivors achieve an education at the University of Colorado Boulder. Three scholarships of $2500 are awarded per year. To be eligible for consideration students must:  Complete the CU Boulder General Scholarship Application by the deadline Complete the supplemental questions for this scholarship Submit two letters of recommendation from teachers friends employers community leaders or parents. The Patty Feist Scholarship is a one-year award for the benefit of an undergraduate student who is a survivor of childhood adolescent or young adult cancer (cancer diagnosis up to age 21). Because childhood cancer can place heavy burdens on a family’s finances and on a survivor’s academic performance Patricia (Patty) Feist established this scholarship in 2010 to assist undergraduate cancer survivors achieve an education at the University of Colorado Boulder. Three scholarships of $2500 are awarded per year.To be eligible for consideration students must: Complete the CU Boulder General Scholarship Application by the deadline Complete the supplemental questions for this scholarship Submit two letters of recommendation from teachers friends employers community leaders or parents.  ,False,$2500.00 ,03/15/2024
Paul Voakes Endowed Scholarship ,https://colorado.academicworks.com/opportunities/23127 ,College of Media Communication and Information, This scholarship is established in honor of Paul Voakes the founding chair of the College of Media Communication and Information Department of Journalism. The scholarship provides undergraduate scholarship awards for students enrolled in the College of Media Communication and Information at the University of Colorado Boulder.This scholarship is established in honor of Paul Voakes the founding chair of the College of Media Communication and Information Department of Journalism. The scholarship provides undergraduate scholarship awards for students enrolled in the College of Media Communication and Information at the University of Colorado Boulder. ,True,$1000.00 ,03/15/2024
Peaks Strategies Communications Scholarship ,https://colorado.academicworks.com/opportunities/23201 ,College of Media Communication and Information, The Peaks Strategies Communications Scholarship Fund supports students who are interested in pursuing careers in communications or public relations with an emphasis on business finance or sustainability. The Fund was established in 2018 by Tom Walek (Jour’79) who founded of Peaks Strategies an independent marketing communications firm based in New York.The Peaks Strategies Communications Scholarship Fund supports students who are interested in pursuing careers in communications or public relations with an emphasis on business finance or sustainability. The Fund was established in 2018 by Tom Walek (Jour’79) who founded of Peaks Strategies an independent marketing communications firm based in New York. ,True,$2000.00 ,03/15/2024
Pearl McPherson Spencer Scholarship ,https://colorado.academicworks.com/opportunities/23388 ,School of Education, The Pearl McPherson Spencer Scholarship was established in 2003 by her daughter Thelma Spencer in honor of her mother’s love of education. Pearl firmly believed that literacy was a gift from God and that teaching was a noble profession. She died at the age of 91 in 1991. Thelma a retired education consultant and close friend of the school received her Doctorate in Education from CU Boulder in 1972. Eligible students should be Master’s students who have taught for several years and plan to continue teaching as a career.The Pearl McPherson Spencer Scholarship was established in 2003 by her daughter Thelma Spencer in honor of her mother’s love of education. Pearl firmly believed that literacy was a gift from God and that teaching was a noble profession. She died at the age of 91 in 1991. Thelma a retired education consultant and close friend of the school received her Doctorate in Education from CU Boulder in 1972. Eligible students should be Master’s students who have taught for several years and plan to continue teaching as a career. ,True,$1000.00 ,03/15/2024
PEARSON SCHOLARSHIP IN HISTORY ,https://colorado.academicworks.com/opportunities/22527 ,College of Arts & Sciences, The Pearson Scholarship in History was established by CU alumni Cliff (HIST ’82 and ENGR ’82) and Carol (JOUR ’81) Pearson and provides a $2500 undergraduate scholarship to a student enrolled in the College of Arts & Sciences who is pursuing a major in History. Preference will be given to students who are the first generation in their family to attend college and is limited to students with demonstrated financial need. The scholarship is for one academic year and past recipients are encouraged to reapply. To be eligible for consideration applicants must:  Complete the CU Boulder General Scholarship Application  Demonstrate financial need as determined by the FAFSA/CASFA  Complete this Pearson Scholarship in History application by the posted deadline.  The Scholarship Committee particularly encourages underrepresented students in the History department to apply. Underrepresented students include those students from geographic areas and socioeconomic backgrounds who are historically underrepresented in the field of History and/or students who have faced unusual adversity.The Pearson Scholarship in History was established by CU alumni Cliff (HIST ’82 and ENGR ’82) and Carol (JOUR ’81) Pearson and provides a $2500 undergraduate scholarship to a student enrolled in the College of Arts & Sciences who is pursuing a major in History. Preference will be given to students who are the first generation in their family to attend college and is limited to students with demonstrated financial need. The scholarship is for one academic year and past recipients are encouraged to reapply.To be eligible for consideration applicants must: Complete the CU Boulder General Scholarship Application  Demonstrate financial need as determined by the FAFSA/CASFA  Complete this Pearson Scholarship in History application by the posted deadline. The Scholarship Committee particularly encourages underrepresented students in the History department to apply. Underrepresented students include those students from geographic areas and socioeconomic backgrounds who are historically underrepresented in the field of History and/or students who have faced unusual adversity. ,False,$2500.00 ,03/15/2024
Peter G and Helen P Koclanes Scholarship ,https://colorado.academicworks.com/opportunities/23203 ,None, The Peter G and Helen P Koclanes Scholarship is a one-year award available to undergraduate Colorado residents who exemplify the nature intent characteristics and spirit of Peter and Helen Koclanes. These include any of the following: a commitment to involvement in or appreciation for the Greek community and Greek culture (this does not pertain to Greek fraternities or sororities); first in their families to attend a four-year institution of higher education; or widowed single parents or children of single parents.  Award selection is based on academic merit leadership community service honors and awards and financial need. For consideration students must:  Complete the CU Boulder General Scholarship Application by the deadline Have a completed FAFSA/CASFA  Demonstrate financial need as determined by the FAFSA/CASFA  Complete the supplemental essay for this scholarship The Peter G and Helen P Koclanes Scholarship is a one-year award available to undergraduate Colorado residents who exemplify the nature intent characteristics and spirit of Peter and Helen Koclanes. These include any of the following: a commitment to involvement in or appreciation for the Greek community and Greek culture (this does not pertain to Greek fraternities or sororities); first in their families to attend a four-year institution of higher education; or widowed single parents or children of single parents.  Award selection is based on academic merit leadership community service honors and awards and financial need.For consideration students must: Complete the CU Boulder General Scholarship Application by the deadline Have a completed FAFSA/CASFA  Demonstrate financial need as determined by the FAFSA/CASFA  Complete the supplemental essay for this scholarship  ,False,$2350.00 ,03/15/2024
Peter L. Lasser and Daniel C. Niemeyer Endowed Scholarship Fund ,https://colorado.academicworks.com/opportunities/23050 ,College of Media Communication and Information, Peter Lasser graduated from the University of Colorado in 1976 with a degree in Communications (RadioTV-Film). His career has included production work on 11 Olympic Games and wide range of both professional and amateur sports competitions. His worked has been honored with 9 Emmy Awards. In endowing this scholarship Lasser wrote: “When I arrived in Boulder as a freshman in the fall of 1972 it was my first-time setting foot on campus. My familiarity with the University of Colorado came only through brochures and the desire to discover a new adventure leaving behind my New Jersey home. The same curiosity led to my discovery of the Communications Department. Quite a departure for a young man who thought he might be a 4th generation lawyer. My passion for sports merged with an opportunity in media leading to a career of over 40 years in the broadcasting business. I have traveled the world telling stories of athletes and championship competitions – for me my work has never been a job.” Dr. Daniel Niemeyer graduated with a bachelor’s degree from the University of Illinois received a master’s degree from Temple University and a PhD from the University of Colorado Boulder. His accomplishments include Director of Academic Media at CU Boulder where he also taught in the Communications Department and the School of Journalism. He was the designer of Smart Classrooms at CU in fact he coined the phrase. Dan consulted with many universities across the country to institute the Smart Classroom concept that included tech ready podiums that were smaller and less of a barrier between professors and the students. Niemeyer ran the Educational Media Center at the University of Colorado when Peter was a student. It was Dan’s guidance and support while teaching video production classes and extra-curricular projects that led to Peter’s heightened interest in pursuing broadcasting as a career.  Dan and Peter remained connected for over 40 years after Peter’s graduation and they shared their experiences in a connection that extended beyond their academic association at CU.Peter Lasser graduated from the University of Colorado in 1976 with a degree in Communications (RadioTV-Film). His career has included production work on 11 Olympic Games and wide range of both professional and amateur sports competitions. His worked has been honored with 9 Emmy Awards. In endowing this scholarship Lasser wrote: “When I arrived in Boulder as a freshman in the fall of 1972 it was my first-time setting foot on campus. My familiarity with the University of Colorado came only through brochures and the desire to discover a new adventure leaving behind my New Jersey home. The same curiosity led to my discovery of the Communications Department. Quite a departure for a young man who thought he might be a 4th generation lawyer. My passion for sports merged with an opportunity in media leading to a career of over 40 years in the broadcasting business. I have traveled the world telling stories of athletes and championship competitions – for me my work has never been a job.” Dr. Daniel Niemeyer graduated with a bachelor’s degree from the University of Illinois received a master’s degree from Temple University and a PhD from the University of Colorado Boulder. His accomplishments include Director of Academic Media at CU Boulder where he also taught in the Communications Department and the School of Journalism. He was the designer of Smart Classrooms at CU in fact he coined the phrase. Dan consulted with many universities across the country to institute the Smart Classroom concept that included tech ready podiums that were smaller and less of a barrier between professors and the students. Niemeyer ran the Educational Media Center at the University of Colorado when Peter was a student. It was Dan’s guidance and support while teaching video production classes and extra-curricular projects that led to Peter’s heightened interest in pursuing broadcasting as a career.  Dan and Peter remained connected for over 40 years after Peter’s graduation and they shared their experiences in a connection that extended beyond their academic association at CU. ,True,$1000.00 ,03/15/2024
Peter Wayne Reicks Memorial Scholarship Fund ,https://colorado.academicworks.com/opportunities/23399 ,Leeds School of Business, The Peter Wayne Reicks Memorial Scholarship is generously supported by Elevations Credit Union to memorialize the legacy of Peter Wayne Reicks. Mr. Reicks’ leadership at Elevations Credit Union and impact as a champion of the Baldrige Performance Excellence Program exemplifies the standard of quality that Elevations Credit Union strives to impart on all Leeds students. It is the intent that this scholarship supports students who exemplify Baldrige Excellence Framework values: leadership strategic planning customer focus measurement analysis and knowledge management workforce focus operations focus and results. The Peter Wayne Reicks Memorial Scholarship is awarded to an upperclassman in the Leeds School of Business studying Operations Management who shows strong academic merit and has demonstrated financial need through the submission of the FAFSA or similar application.  In order to receive your scholarship funds you must remain a full-time student in good academic standing. All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question For Continuing Students/upperclassmen please be sure to fill out BOTH the CU Boulder Scholarship Application AND Leeds Supplemental Scholarship Application between November 1st and the March deadline for campus-based and Leeds- specific opportunities. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-questionThe Peter Wayne Reicks Memorial Scholarship is generously supported by Elevations Credit Union to memorialize the legacy of Peter Wayne Reicks. Mr. Reicks’ leadership at Elevations Credit Union and impact as a champion of the Baldrige Performance Excellence Program exemplifies the standard of quality that Elevations Credit Union strives to impart on all Leeds students. It is the intent that this scholarship supports students who exemplify Baldrige Excellence Framework values: leadership strategic planning customer focus measurement analysis and knowledge management workforce focus operations focus and results.The Peter Wayne Reicks Memorial Scholarship is awarded to an upperclassman in the Leeds School of Business studying Operations Management who shows strong academic merit and has demonstrated financial need through the submission of the FAFSA or similar application.  In order to receive your scholarship funds you must remain a full-time student in good academic standing.All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements.If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-questionFor Continuing Students/upperclassmen please be sure to fill out BOTH the CU Boulder Scholarship Application AND Leeds Supplemental Scholarship Application between November 1st and the March deadline for campus-based and Leeds- specific opportunities. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question ,True,$5000 ,03/15/2024
Phi Delta Theta Scholarship ,https://colorado.academicworks.com/opportunities/22661 ,Leeds School of Business, The Phi Delta Theta Scholarship is given to an incoming freshman with high academic merit volunteerism and leadership skills.  In order to receive your scholarship funds you must remain a full-time student in good academic standing. All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question.The Phi Delta Theta Scholarship is given to an incoming freshman with high academic merit volunteerism and leadership skills.  In order to receive your scholarship funds you must remain a full-time student in good academic standing.All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements.If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question. ,True,$3500 ,03/15/2024
Phil Jacobsen/KPMG Scholarship ,https://colorado.academicworks.com/opportunities/23386 ,Leeds School of Business, The Phil Jacobsen/KPMG Endowed Scholarship Fund is for an incoming freshmen from rural Colorado who exhibits leadership skills academic achievement and participation in extracurricular activities.  In order to receive your scholarship funds you must remain a full-time student in good academic standing. All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question.The Phil Jacobsen/KPMG Endowed Scholarship Fund is for an incoming freshmen from rural Colorado who exhibits leadership skills academic achievement and participation in extracurricular activities.  In order to receive your scholarship funds you must remain a full-time student in good academic standing.All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements.If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question. ,True,$1500-$2500 ,03/15/2024
Philip George Worcester Endowed Scholarship in Geological Sciences ,https://colorado.academicworks.com/opportunities/23307 ,College of Arts & Sciences, The Philip George Worcester Endowed Scholarship in Geological Sciences provides awards for outstanding Undergraduate students majoring in Geology with a 3.0 GPA or higher. Preference may be given to students who meet financial need according to FAFSA/CASFA. To be eligible for consideration applicants must:  Complete the CU Boulder General Scholarship Application.  This application is for the 2024-2025 awarding cycle. Recipients from this applicant pool will be awarded in the 2024-2025 academic year.The Philip George Worcester Endowed Scholarship in Geological Sciences provides awards for outstanding Undergraduate students majoring in Geology with a 3.0 GPA or higher. Preference may be given to students who meet financial need according to FAFSA/CASFA.To be eligible for consideration applicants must: Complete the CU Boulder General Scholarship Application. This application is for the 2024-2025 awarding cycle. Recipients from this applicant pool will be awarded in the 2024-2025 academic year. ,True,$0.00 ,03/15/2024
Philip John Coffey Scholarship--CMCI ,https://colorado.academicworks.com/opportunities/22747 ,College of Media Communication and Information, The Philip John Coffey Scholarship is made possible through the Philip John Coffey estate.  The scholarship is awared to provide financial aid to students in the College of Media Communication and Information who demonstrate financial need.The Philip John Coffey Scholarship is made possible through the Philip John Coffey estate.  The scholarship is awared to provide financial aid to students in the College of Media Communication and Information who demonstrate financial need. ,True,$3600.00 ,03/15/2024
Phillips Endowed Scholarship ,https://colorado.academicworks.com/opportunities/22739 ,Leeds School of Business, The Phillips Endowed Scholarship is awarded to a Leeds School of Business student who is working to support himself herself or themselves and has demonstrated financial need.  In order to receive your scholarship funds you must remain a full-time student in good academic standing. All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements. If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question.The Phillips Endowed Scholarship is awarded to a Leeds School of Business student who is working to support himself herself or themselves and has demonstrated financial need.  In order to receive your scholarship funds you must remain a full-time student in good academic standing.All first-time freshmen admitted to Leeds School of Business are automatically considered for Leeds-based scholarships at time of admission. Please be sure to fill out the CU Boulder Scholarship Application between November 1st and the March deadline for campus-based opportunities. Reviews for current student scholarships begin once spring grades post in mid-May and students will be notified of awards received no later than July 1st. You must remain a Leeds student to maintain eligibility for your awards along with any other scholarship-specific requirements.If you have any questions regarding Leeds scholarships please contact LeedsBizScholarships@Colorado.edu If you have questions regarding campus based opportunities please contact the Office of Financial Aid at https://www.colorado.edu/scholarships/ask-us-question. ,True,$1000 ,03/15/2024
Pierce Endowed Scholarship-CMCI ,https://colorado.academicworks.com/opportunities/22577 ,College of Media Communication and Information, The Miller Dandridge Pierce Scholarship was established in recognition of Miller Pierce a graduate of the School of Journalism and Mass Communication by her parents James and Dabney.  The scholarship provides support to one undergraduate enrolled in the College of Media Communication and Information.The Miller Dandridge Pierce Scholarship was established in recognition of Miller Pierce a graduate of the School of Journalism and Mass Communication by her parents James and Dabney.  The scholarship provides support to one undergraduate enrolled in the College of Media Communication and Information. ,True,$2200.00 ,03/15/2024
Polly and Mark Addison Endowed Scholarship Fund ,https://colorado.academicworks.com/opportunities/22572 ,College of Arts & Sciences, The Polly and Mark Addison Endowed Scholarship is awarded to students who meet the following criteria:  Incoming first-year undergraduate enrolled full-time with a declared major in the College of Arts & Sciences. Attended high school from one of Colorado’s 48 counties with population under 50000 (per the 2020 census). Demonstrates financial need as determined FAFSA/CASFA. Complete the CU Boulder General Scholarship Application.  Preference will be given to students working toward a degree in Art & Art History. This scholarship is renewable for up to four years as long as recipients remain enrolled with a major in the College of Arts & Sciences meet Satisfactory Academic Progress and continue to show financial need by submitting the FASFA by February 15th each year.The Polly and Mark Addison Endowed Scholarship is awarded to students who meet the following criteria: Incoming first-year undergraduate enrolled full-time with a declared major in the College of Arts & Sciences. Attended high school from one of Colorado’s 48 counties with population under 50000 (per the 2020 census). Demonstrates financial need as determined FAFSA/CASFA. Complete the CU Boulder General Scholarship Application. Preference will be given to students working toward a degree in Art & Art History.This scholarship is renewable for up to four years as long as recipients remain enrolled with a major in the College of Arts & Sciences meet Satisfactory Academic Progress and continue to show financial need by submitting the FASFA by February 15th each year. ,True,Variesupto$10000perAY ,03/15/2024
Professor Janette Kettmann Klingner Doctoral Fellowship ,https://colorado.academicworks.com/opportunities/23305 ,School of Education, This fellowship honors Janette Kettmann Klingner a beloved longtime Professor of Bilingual/Special Education. Klingner devoted her distinguished career to the field of bilingual special education and her name is recognized in the field as one of the premier researchers and advocates. The Kettmann family created this memorial fellowship in 2014 to support Educational Equity and Cultural Diversity program doctoral candidates in the completion of their dissertations.This fellowship honors Janette Kettmann Klingner a beloved longtime Professor of Bilingual/Special Education. Klingner devoted her distinguished career to the field of bilingual special education and her name is recognized in the field as one of the premier researchers and advocates. The Kettmann family created this memorial fellowship in 2014 to support Educational Equity and Cultural Diversity program doctoral candidates in the completion of their dissertations. ,False,$7500.00 ,03/15/2024
Psychology and Neuroscience Leadership Award ,https://colorado.academicworks.com/opportunities/22438 ,College of Arts & Sciences, The Psychology and Neuroscience Leadership Award is given to the student (usually a junior or senior) who has contributed the most to the leadership and functioning of the Department of Psychology and Neuroscience. Leadership may be demonstrated in service to student organizations that are connected to the department (e.g. Psi Chi or the Neuroscience Club) or other activities and roles. Students must complete the CU Boulder General Scholarship Application and provide an essay or 500 words or less describing their leadership activities. A letter of nomination from a faculty member in the department is recommended but not required.The Psychology and Neuroscience Leadership Award is given to the student (usually a junior or senior) who has contributed the most to the leadership and functioning of the Department of Psychology and Neuroscience. Leadership may be demonstrated in service to student organizations that are connected to the department (e.g. Psi Chi or the Neuroscience Club) or other activities and roles.Students must complete the CU Boulder General Scholarship Application and provide an essay or 500 words or less describing their leadership activities. A letter of nomination from a faculty member in the department is recommended but not required. ,False,Varies ,03/15/2024
Puksta Scholars Program ,https://colorado.academicworks.com/opportunities/22116 ,Puksta Scholars, The Puksta Scholarship is an opportunity for students who desire to be catalysts for positive change on campus or in our local national or international communities. Throughout their involvement with the program Puksta Scholars are required to participate in meaningful civic and community engagement work that addresses the root causes of the social problems they are passionate about and contributes to the common good. While doing so they are supported by an experienced team of faculty/staff other scholars and an enriching program of seminars speakers service projects and opportunities to collaborate and share insights. Current and past engagement work have included: access to arts education in low-income communities promoting diversity in upper-division high school courses providing mentorship and support for first generation and/or undocumented students preventing police brutality promoting access for individuals with disabilities addressing racism on college campuses integrating LBGTQ+ inclusive curriculum into schools and addressing mental health disparities in diasporic communities. Throughout the Puksta Program scholars participate in civic engagement endeavors to develop knowledge skills dispositions and experiences centered around the eco-social justice issues and communities they are most passionate about. Puksta Scholars are selected based on their interest in developing civic skills ability to critically reflect on their identity and life experiences as they relate to community and social responsibility ability to translate personal and democratic values into action value of diversity and difference and interest in connecting their academic learning and future career(s) to the common good regardless of their field. This scholarship is available to an incoming freshmen and transfer students.  Priority will be given to students with demonstrated financial need. This award is renewable if scholars fulfill program responsibilities and maintain a 3.0 GPA or higher.The Puksta Scholarship is an opportunity for students who desire to be catalysts for positive change on campus or in our local national or international communities. Throughout their involvement with the program Puksta Scholars are required to participate in meaningful civic and community engagement work that addresses the root causes of the social problems they are passionate about and contributes to the common good. While doing so they are supported by an experienced team of faculty/staff other scholars and an enriching program of seminars speakers service projects and opportunities to collaborate and share insights.Current and past engagement work have included: access to arts education in low-income communities promoting diversity in upper-division high school courses providing mentorship and support for first generation and/or undocumented students preventing police brutality promoting access for individuals with disabilities addressing racism on college campuses integrating LBGTQ+ inclusive curriculum into schools and addressing mental health disparities in diasporic communities. Throughout the Puksta Program scholars participate in civic engagement endeavors to develop knowledge skills dispositions and experiences centered around the eco-social justice issues and communities they are most passionate about.Puksta Scholars are selected based on their interest in developing civic skills ability to critically reflect on their identity and life experiences as they relate to community and social responsibility ability to translate personal and democratic values into action value of diversity and difference and interest in connecting their academic learning and future career(s) to the common good regardless of their field. This scholarship is available to an incoming freshmen and transfer students.  Priority will be given to students with demonstrated financial need. This award is renewable if scholars fulfill program responsibilities and maintain a 3.0 GPA or higher. ,False,$5000.00 ,03/15/2024
